id,course_id,course_name,source_id,resource_id,source_media_path,file,file_size,sha256,owner_id,owner_entity_type,owner_resolution,layout
C07:IMG:1731,C07,数据结构,1731,rId7,media/image7.png,media/C07/1731_image7.png,275347,db9511c277d30cb1588efacf7e8bd501b6478e806f6065820339ebd7d1eeb3cb,C07:ANCH:1730,structural_anchor,anchor,"{""x"":148.5,""y"":54.4218,""width"":260.0,""height"":91.6436}"
C07:IMG:1754,C07,数据结构,1754,rId8,media/image8.png,media/C07/1754_image8.png,17005,c318126a20dfda4a710ba4a598992b7d29a5ff09fdcd4d19b9a73a39aec71d8f,C07:F:1753,floating_root,direct,"{""x"":200.5,""y"":24.8305,""width"":260.0,""height"":32.461}"
C07:IMG:1760,C07,数据结构,1760,rId9,media/image9.png,media/C07/1760_image9.png,16797,4b72a0b550064d172b2cee1c67647d34f6d8e8da85bb00e1a511296643cc5408,C07:F:1759,floating_root,direct,"{""x"":182.5,""y"":24.8305,""width"":260.0,""height"":32.461}"
C07:IMG:1778,C07,数据结构,1778,rId10,media/image10.png,media/C07/1778_image10.png,265912,08e0e94e6d4e0bfc54ef1105d094068486ae271f7f0f0a978776c137aec1cbf0,C07:ANCH:1777,structural_anchor,anchor,"{""x"":148.5,""y"":50.4957,""width"":260.0,""height"":83.7915}"
C08:IMG:3409,C08,计算机组成原理,3409,rId2,media/image2.png,media/C08/3409_image2.png,202967,41810ada9881104f95ca67ecc5ac0c89134f68630e4264a0516f4520c523efbc,C08:K:420,knowledge,nearest_ancestor,"{""x"":122.5,""y"":89.25,""width"":231.0,""height"":173.0}"
C09:IMG:1167,C09,操作系统,1167,rId4,media/img1637486866229.png,media/C09/1167_img1637486866229.png,10705,181043dfa6fafa0e570ab8ccd64daca7983475e79eadead0d819160485841de7,C09:K:961,knowledge,nearest_ancestor,"{""x"":157.0,""y"":73.884,""width"":300.0,""height"":142.268}"
C09:IMG:1183,C09,操作系统,1183,rId5,media/image5.png,media/C09/1183_image5.png,123929,66bcac986a252720fc9e5235727aace86d75e6fd96c34f080e10ff20b07d5b72,C09:K:554,knowledge,nearest_ancestor,"{""x"":130.472,""y"":71.4575,""width"":246.944,""height"":137.415}"
C09:IMG:1184,C09,操作系统,1184,rId6,media/image6.png,media/C09/1184_image6.png,112285,85177f6e0fa6e412b41d5a1ee7bff1c0eff8fb2f31dd66b08eafefe77bd4c7ae,C09:K:556,knowledge,nearest_ancestor,"{""x"":120.893,""y"":69.7354,""width"":227.786,""height"":133.971}"
C10:IMG:245,C10,计算机网络,245,rId110,media/image110.png,media/C10/245_image110.png,72185,9e6248c150f9e8ee871eb7bdf293193e6ed9b1122013f99d681e432acff52777,C10:K:241,knowledge,nearest_ancestor,"{""x"":164.0,""y"":66.25,""width"":314.0,""height"":127.0}"
C10:IMG:256,C10,计算机网络,256,rId111,media/image111.png,media/C10/256_image111.png,101022,8507c383c299f78736eed867142e195c4702bb70b9372f458242f00ce082b587,C10:K:250,knowledge,nearest_ancestor,"{""x"":175.5,""y"":62.25,""width"":337.0,""height"":119.0}"
C10:IMG:267,C10,计算机网络,267,rId112,media/image112.png,media/C10/267_image112.png,117998,b5e73cda1af75bd6d6a1d528c98fff0b1cfd0325c98038c772e17ac8dffa5d68,C10:K:263,knowledge,nearest_ancestor,"{""x"":161.5,""y"":67.75,""width"":309.0,""height"":130.0}"
C10:IMG:428,C10,计算机网络,428,rId114,media/image114.png,media/C10/428_image114.png,260105,0045849a3428940d5629bb331ce4ab8cabb54d01fea9e50c2f1e11dd3cba5c16,C10:K:424,knowledge,nearest_ancestor,"{""x"":136.5,""y"":80.25,""width"":259.0,""height"":155.0}"
C10:IMG:955,C10,计算机网络,955,rId117,media/image117.png,media/C10/955_image117.png,17715,af8d1fa4b699627d7ba3a12197254f6712a38ce34d7071a23e63c6bb05bbc76b,C10:K:951,knowledge,nearest_ancestor,"{""x"":166.264,""y"":23.6599,""width"":318.528,""height"":41.8198}"
C10:IMG:998,C10,计算机网络,998,rId121,media/image121.png,media/C10/998_image121.png,73969,aa81fb211862d33fd26a065473720034297d5832af5ed16ce56293ce9d27c439,C10:K:994,knowledge,nearest_ancestor,"{""x"":143.962,""y"":68.6243,""width"":273.923,""height"":131.749}"
C10:IMG:1001,C10,计算机网络,1001,rId122,media/image122.png,media/C10/1001_image122.png,99499,1a1f463742f776d9fd162e0751e9d4fc471e46492817265b0cf4c4ff8a1469df,C10:K:992,knowledge,nearest_ancestor,"{""x"":117.599,""y"":64.4703,""width"":221.199,""height"":123.441}"
C10:IMG:1004,C10,计算机网络,1004,rId123,media/image123.png,media/C10/1004_image123.png,67223,b8965695e59f03df8ef3def2756ccc04eafc48b511941c58e6cacbb06c8513bc,C10:K:992,knowledge,nearest_ancestor,"{""x"":142.006,""y"":64.3235,""width"":270.011,""height"":123.147}"
C10:IMG:1026,C10,计算机网络,1026,rId124,media/image124.png,media/C10/1026_image124.png,184443,a24e41366b5cc4261fec7d213e0db7e29539528fc4c4ef60142c9562cbc22059,C10:K:1022,knowledge,nearest_ancestor,"{""x"":131.233,""y"":68.0172,""width"":248.466,""height"":130.534}"
C10:IMG:1056,C10,计算机网络,1056,rId125,media/image125.png,media/C10/1056_image125.png,162521,4cdeff6e9153d71147ae4b48a3112881635bf8cbb9855b051ad955037c54c17f,C10:K:1051,knowledge,nearest_ancestor,"{""x"":163.5,""y"":66.75,""width"":313.0,""height"":128.0}"
C10:IMG:1091,C10,计算机网络,1091,rId128,media/image128.png,media/C10/1091_image128.png,58621,d0f7cfc44e282cbccdd9e0cbe2a8c1bd87f03dc57fa684c58c5926b28700544d,C10:K:1087,knowledge,nearest_ancestor,"{""x"":173.5,""y"":62.25,""width"":333.0,""height"":119.0}"
C10:IMG:1128,C10,计算机网络,1128,rId130,media/image130.png,media/C10/1128_image130.png,96298,8e47895bd29f8fec98d2a4908ff1214b1cb584ce41662aa7c127445d265b9ccb,C10:K:1130,knowledge,nearest_ancestor,"{""x"":148.5,""y"":73.25,""width"":283.0,""height"":141.0}"
C10:IMG:1137,C10,计算机网络,1137,rId131,media/image131.png,media/C10/1137_image131.png,121406,45ab3c9ab72f0bbcadd5161b4332d684e7f3d92ddf3433dab3ef9892259022bc,C10:K:1138,knowledge,nearest_ancestor,"{""x"":150.0,""y"":72.25,""width"":286.0,""height"":139.0}"
C10:IMG:1241,C10,计算机网络,1241,rId132,media/image132.png,media/C10/1241_image132.png,138893,b602b4d3e2f678ef3f8a425dc8fa4d91dab7dbfc5a17bb33db903b9894cb1359,C10:K:1135,knowledge,nearest_ancestor,"{""x"":126.5,""y"":86.25,""width"":239.0,""height"":167.0}"
C10:IMG:1243,C10,计算机网络,1243,rId133,media/image133.png,media/C10/1243_image133.png,106387,68dda1f4d3c866ce36b60537d444901ef40f4ea42ab10bb65e3c09ef2091e828,C10:K:1154,knowledge,nearest_ancestor,"{""x"":122.5,""y"":89.25,""width"":231.0,""height"":173.0}"
C10:IMG:1251,C10,计算机网络,1251,rId134,media/image134.png,media/C10/1251_image134.png,98845,c7dad42b370df758811003f2266c34c69b648eb01bfe37a6a40877674e5f1c06,C10:K:1249,knowledge,nearest_ancestor,"{""x"":130.0,""y"":83.75,""width"":246.0,""height"":162.0}"
C10:IMG:1255,C10,计算机网络,1255,rId135,media/image135.png,media/C10/1255_image135.png,201603,a22451d9699f65c7ffa37a058e5e99622c3518eec81c39fd83353b377c214ee2,C10:K:1256,knowledge,nearest_ancestor,"{""x"":139.5,""y"":78.25,""width"":265.0,""height"":151.0}"
C10:IMG:1258,C10,计算机网络,1258,rId136,media/image136.png,media/C10/1258_image136.png,125538,6d2b496d9cc8be63a25f433db5231c636df22309b12581b3cd89ea0fb86c651c,C10:K:1260,knowledge,nearest_ancestor,"{""x"":134.5,""y"":81.25,""width"":255.0,""height"":157.0}"
C10:IMG:1267,C10,计算机网络,1267,rId137,media/image137.png,media/C10/1267_image137.png,108795,66d69452bbf53a455a5d39cba8c94603cd6bbc3a718fa6081f111324fe0abbbe,C10:K:1323,knowledge,nearest_ancestor,"{""x"":154.5,""y"":70.25,""width"":295.0,""height"":135.0}"
C10:IMG:1278,C10,计算机网络,1278,rId138,media/image138.png,media/C10/1278_image138.png,75457,e29f035deb426d41ebc2ba105b491ae32fb32cacb2bf0d7b75791d9bdf6d1dcf,C10:K:1289,knowledge,nearest_ancestor,"{""x"":151.0,""y"":72.25,""width"":288.0,""height"":139.0}"
C10:IMG:1280,C10,计算机网络,1280,rId139,media/image139.png,media/C10/1280_image139.png,117730,6a62735af3d19973905d55b2cd61bb0aab5b23da32a8de94b26c48de7fcceb3f,C10:K:1290,knowledge,nearest_ancestor,"{""x"":136.5,""y"":80.25,""width"":259.0,""height"":155.0}"
C10:IMG:1612,C10,计算机网络,1612,rId140,media/image140.png,media/C10/1612_image140.png,97193,a4dc1e1ee2bc5c3b8a9cdf7a0de8f387c09c3988d073b7aa3495a9378924e0cd,C10:K:1600,knowledge,nearest_ancestor,"{""x"":158.5,""y"":68.25,""width"":303.0,""height"":131.0}"
C10:IMG:1614,C10,计算机网络,1614,rId141,media/image141.png,media/C10/1614_image141.png,143401,1b2c10816e7171286004553b63ff6c00e71ddc8c420f2591e3180e5a63e02f56,C10:K:1606,knowledge,nearest_ancestor,"{""x"":146.5,""y"":74.25,""width"":279.0,""height"":143.0}"
C10:IMG:1674,C10,计算机网络,1674,rId142,media/image142.png,media/C10/1674_image142.png,109851,bb408024cc4b6c6f80bf7a155e2955d43127a4ce972ab8ba4f2ff2bd8de6d2ab,C10:K:1274,knowledge,nearest_ancestor,"{""x"":131.5,""y"":101.0,""width"":249.0,""height"":161.0}"
C10:IMG:1692,C10,计算机网络,1692,rId143,media/image143.png,media/C10/1692_image143.png,115340,572eb430c93d3cbf6ee1ad2e26b23ead732c86107dab26a850177a2a22f4095e,C10:K:1685,knowledge,nearest_ancestor,"{""x"":131.0,""y"":83.25,""width"":248.0,""height"":161.0}"
C10:IMG:1694,C10,计算机网络,1694,rId144,media/image144.png,media/C10/1694_image144.png,143314,c733c1d7e7164722938adaeb265cd5d9370681d2d3c3a30d938499e54c97ff54,C10:K:1687,knowledge,nearest_ancestor,"{""x"":119.5,""y"":91.75,""width"":225.0,""height"":178.0}"
C10:IMG:1753,C10,计算机网络,1753,rId145,media/image145.png,media/C10/1753_image145.png,69681,96c986547e3e67976b5e87c2bca156a64bf196d08e2207018682959ec06637d7,C10:K:1702,knowledge,nearest_ancestor,"{""x"":170.5,""y"":63.25,""width"":327.0,""height"":121.0}"
C10:IMG:1755,C10,计算机网络,1755,rId146,media/image146.png,media/C10/1755_image146.png,162246,b26c3862662ce5e65744bd57b045ddfa3e9bbcfde08f3f6fea4e5372d255b395,C10:K:1710,knowledge,nearest_ancestor,"{""x"":208.5,""y"":52.25,""width"":403.0,""height"":99.0}"
C10:IMG:1757,C10,计算机网络,1757,rId147,media/image147.png,media/C10/1757_image147.png,118148,69f61eaf091e5ea69e5d39b8989bd13536f5605cb6655505d1bd0b8850bd3f9a,C10:K:1719,knowledge,nearest_ancestor,"{""x"":146.0,""y"":74.75,""width"":278.0,""height"":144.0}"
C10:IMG:1759,C10,计算机网络,1759,rId148,media/image148.png,media/C10/1759_image148.png,110719,b2b36c4882e2634f40b36f8dcfdd1920dbd5a769fad994b956c21865a551427e,C10:K:1739,knowledge,nearest_ancestor,"{""x"":148.5,""y"":73.25,""width"":283.0,""height"":141.0}"
C10:IMG:1761,C10,计算机网络,1761,rId149,media/image149.png,media/C10/1761_image149.png,113531,dc65e19530fd424504d92b8425dc7ca638e28cb5094d26b9cac214b2263466ac,C10:K:1740,knowledge,nearest_ancestor,"{""x"":139.5,""y"":78.25,""width"":265.0,""height"":151.0}"
C10:IMG:1763,C10,计算机网络,1763,rId150,media/image150.png,media/C10/1763_image150.png,204549,f4dc8a51869360274a06d1a95bc70cb53d9df9659e974dd94e62dbc31927622c,C10:K:1729,knowledge,nearest_ancestor,"{""x"":126.0,""y"":86.25,""width"":238.0,""height"":167.0}"
C10:IMG:1765,C10,计算机网络,1765,rId151,media/image151.png,media/C10/1765_image151.png,172929,9cfeb70a0d01b982c9b830f8817c3334844d4fb3100df68fbc28cf48a146cf9a,C10:K:1730,knowledge,nearest_ancestor,"{""x"":132.5,""y"":82.25,""width"":251.0,""height"":159.0}"
C10:IMG:1767,C10,计算机网络,1767,rId152,media/image152.png,media/C10/1767_image152.png,222704,78a83cb3e44f063d84deaea72dbc5d2d32919ca8d8328b7c8aa28ab79aa9b386,C10:K:1731,knowledge,nearest_ancestor,"{""x"":143.5,""y"":75.75,""width"":273.0,""height"":146.0}"
C10:IMG:1769,C10,计算机网络,1769,rId153,media/image153.png,media/C10/1769_image153.png,147360,7f1ae584a35bc539613151db21a20bef0eb0023364c4e453b8d4c0f0ed12c3d6,C10:K:1732,knowledge,nearest_ancestor,"{""x"":150.5,""y"":72.25,""width"":287.0,""height"":139.0}"
C10:IMG:1799,C10,计算机网络,1799,rId154,media/image154.png,media/C10/1799_image154.png,158101,97372707e09b9559dc6b3373cbe5f661b9a5fe99c8300663b325c01d6e7c3db3,C10:K:1797,knowledge,nearest_ancestor,"{""x"":159.5,""y"":68.25,""width"":305.0,""height"":131.0}"
C10:IMG:1813,C10,计算机网络,1813,rId155,media/image155.png,media/C10/1813_image155.png,75543,b5bc5f0c52f88ca8c40cad514334641bfff57a770e3d6b0837a4684e71a4eb05,C10:K:1805,knowledge,nearest_ancestor,"{""x"":151.5,""y"":72.25,""width"":289.0,""height"":139.0}"
C10:IMG:1815,C10,计算机网络,1815,rId156,media/image156.png,media/C10/1815_image156.png,97874,79272be514e30001cc9f1dfffbf296288f014d7716f97d0b909416274bdfd9aa,C10:K:1327,knowledge,nearest_ancestor,"{""x"":150.0,""y"":72.25,""width"":286.0,""height"":139.0}"
C10:IMG:1817,C10,计算机网络,1817,rId157,media/image157.png,media/C10/1817_image157.png,162322,e4b160aa1d0177fc8e0eee22a3b5f7ad4e5d6feb8e63dcee951e508f1659f8de,C10:K:1327,knowledge,nearest_ancestor,"{""x"":126.5,""y"":86.25,""width"":239.0,""height"":167.0}"
C10:IMG:1819,C10,计算机网络,1819,rId158,media/image158.png,media/C10/1819_image158.png,153871,1feccd9fac001542b07512552f478338a364436d768791f2071ee45d00f7b0e2,C10:K:1327,knowledge,nearest_ancestor,"{""x"":129.0,""y"":84.25,""width"":244.0,""height"":163.0}"
C10:IMG:1823,C10,计算机网络,1823,rId159,media/image159.png,media/C10/1823_image159.png,46673,af0053493a8d76fb1833e9e15db55c6b3f9de47072dd0804b74622b5bec4284c,C10:K:1304,knowledge,nearest_ancestor,"{""x"":139.5,""y"":77.75,""width"":265.0,""height"":150.0}"
C10:IMG:2447,C10,计算机网络,2447,rId160,media/image160.png,media/C10/2447_image160.png,101195,2590de5732d7fea26db2510c5595a6aa24014bbe79dfdff5ac57dea039e41e30,C10:K:2445,knowledge,nearest_ancestor,"{""x"":155.5,""y"":69.75,""width"":297.0,""height"":134.0}"
C10:IMG:2462,C10,计算机网络,2462,rId161,media/image161.png,media/C10/2462_image161.png,7953,67efb4b60aab3480cdb2bd7de4cbfcb58a2fe80bc0ef9f8d22e63322cf3932c1,C10:K:2456,knowledge,nearest_ancestor,"{""x"":67.75,""y"":28.8696,""width"":121.5,""height"":52.2391}"
C10:IMG:2464,C10,计算机网络,2464,rId162,media/image162.png,media/C10/2464_image162.png,6175,8ec0df937659017c493a0ef45aa65e291b5ccac62318f2c14b4a98dd747bb74c,C10:K:2457,knowledge,nearest_ancestor,"{""x"":55.25,""y"":27.2539,""width"":96.5,""height"":49.0079}"
C10:IMG:2466,C10,计算机网络,2466,rId163,media/image163.png,media/C10/2466_image163.png,9271,adf5c5a5640cecbda94b30a5f7aea3a3e78ab67f77167246942fe42bf4a06586,C10:K:2458,knowledge,nearest_ancestor,"{""x"":106.584,""y"":26.2667,""width"":199.167,""height"":47.0335}"
C10:IMG:2468,C10,计算机网络,2468,rId164,media/image164.png,media/C10/2468_image164.png,13435,9f2f77851c4a06d344fe0f248ca26d66e8ebc604230c306b09f1780bced7d734,C10:K:2459,knowledge,nearest_ancestor,"{""x"":93.5835,""y"":26.4784,""width"":173.167,""height"":47.4568}"
C10:IMG:2470,C10,计算机网络,2470,rId165,media/image165.png,media/C10/2470_image165.png,10640,f167f0b3b78816ab47429200cf55663c1aaf0b38402ed0f6a60beb8f50e4e941,C10:K:2460,knowledge,nearest_ancestor,"{""x"":73.25,""y"":26.1059,""width"":132.5,""height"":46.7119}"
C10:IMG:2496,C10,计算机网络,2496,rId166,media/image166.png,media/C10/2496_image166.png,11332,c15abe8c9f6cd1205177cfdf6a2f3a36a6d41901a81793bb2a6fa4622f331867,C10:K:2489,knowledge,nearest_ancestor,"{""x"":95.5835,""y"":32.5987,""width"":177.167,""height"":59.6975}"
C10:IMG:2499,C10,计算机网络,2499,rId167,media/image167.png,media/C10/2499_image167.png,11857,e4981d501242682807bc37643e7f8891c848cc8572d49ed5acd9b813f598be3d,C10:K:2490,knowledge,nearest_ancestor,"{""x"":94.4165,""y"":29.7418,""width"":174.833,""height"":53.9836}"
C10:IMG:2502,C10,计算机网络,2502,rId168,media/image168.png,media/C10/2502_image168.png,12176,2076aa52f8bff9301578e1b049fcab71d868853ed9513c8c6369d83a6e22d8a6,C10:K:2491,knowledge,nearest_ancestor,"{""x"":93.0,""y"":29.348,""width"":172.0,""height"":53.1959}"
C10:IMG:2505,C10,计算机网络,2505,rId169,media/image169.png,media/C10/2505_image169.png,6862,82fb2df3b92e4517decb86ce40ff3814955a1a57bd239ed670abe4989a28ec98,C10:K:2492,knowledge,nearest_ancestor,"{""x"":98.596,""y"":26.3671,""width"":183.192,""height"":47.2343}"
C10:IMG:2508,C10,计算机网络,2508,rId170,media/image170.png,media/C10/2508_image170.png,7633,fdadda1e56d07079d4eae2485eed9913d0b83617272e90315f7cb37f7c6d771b,C10:K:2493,knowledge,nearest_ancestor,"{""x"":100.876,""y"":28.3527,""width"":187.753,""height"":51.2053}"
C10:IMG:2513,C10,计算机网络,2513,rId171,media/image171.png,media/C10/2513_image171.png,153266,8a71ff3fd508afab808916d5c7fa38206491c659ced91af1c8b0665354f257f3,C10:K:2511,knowledge,nearest_ancestor,"{""x"":137.5,""y"":79.25,""width"":261.0,""height"":153.0}"
C10:IMG:2516,C10,计算机网络,2516,rId172,media/image172.png,media/C10/2516_image172.png,36320,f1ae95a0e7ac1c7de1a6b81d41b9fd69f154f5c8ac20beddf374a231c9efce5a,C10:K:2514,knowledge,nearest_ancestor,"{""x"":143.726,""y"":64.4375,""width"":273.451,""height"":123.375}"
C10:IMG:2599,C10,计算机网络,2599,rId173,media/image173.png,media/C10/2599_image173.png,75380,b4a091ffe52786e61c29bb9491ee1b05e29cda10c76d3f45cbe52dc8e9db4b7e,C10:K:1935,knowledge,nearest_ancestor,"{""x"":145.5,""y"":74.75,""width"":277.0,""height"":144.0}"
C10:IMG:2601,C10,计算机网络,2601,rId174,media/image174.png,media/C10/2601_image174.png,88636,bc3c622908dc268104b58bba724677c8a2aa2694d890d1ab07fd72b0e6f10557,C10:K:1935,knowledge,nearest_ancestor,"{""x"":149.5,""y"":72.75,""width"":285.0,""height"":140.0}"
C10:IMG:2609,C10,计算机网络,2609,rId175,media/image175.png,media/C10/2609_image175.png,44060,735fa101013fe4d643be49aa1b55d2bb0d08efce6667ca2276b7c1908ac70dde,C10:K:1933,knowledge,nearest_ancestor,"{""x"":148.583,""y"":41.9749,""width"":283.167,""height"":78.4499}"
C10:IMG:2611,C10,计算机网络,2611,rId176,media/image176.png,media/C10/2611_image176.png,80232,dbef402c4f6cb906397b67818d075635088b15a3ac4512d2202ad65b437de252,C10:K:1933,knowledge,nearest_ancestor,"{""x"":140.805,""y"":65.744,""width"":267.611,""height"":125.988}"
C10:IMG:2631,C10,计算机网络,2631,rId177,media/image177.png,media/C10/2631_image177.png,1467,b7423eddde04d68d2d05af91cf536cbe87e2e52637e9f5f287238352999abd00,C10:K:1930,knowledge,nearest_ancestor,"{""x"":67.0445,""y"":19.7489,""width"":120.089,""height"":33.9977}"
C10:IMG:2634,C10,计算机网络,2634,rId178,media/image178.png,media/C10/2634_image178.png,5266,fb4e91a1c5c62477f19d471e28acdc7be8b3539fd308633029f95982e531cdd8,C10:K:1929,knowledge,nearest_ancestor,"{""x"":61.7185,""y"":39.3942,""width"":109.437,""height"":73.2885}"
C10:IMG:2637,C10,计算机网络,2637,rId179,media/image179.png,media/C10/2637_image179.png,3859,8ba8dd05cf4a304c9a29a247dca634e4adee372427737937dfade62496275910,C10:K:1928,knowledge,nearest_ancestor,"{""x"":55.0989,""y"":33.4156,""width"":96.1978,""height"":61.3313}"
C10:IMG:2642,C10,计算机网络,2642,rId180,media/image180.png,media/C10/2642_image180.png,38723,c1b08a2e517f01be062d4f2484b5e872a3c56a118a7109d5164e8eed0556c9cf,C10:K:2639,knowledge,nearest_ancestor,"{""x"":161.0,""y"":67.25,""width"":308.0,""height"":129.0}"
C10:IMG:2668,C10,计算机网络,2668,rId181,media/image181.png,media/C10/2668_image181.png,83837,05527e57263a5fdb3b2e6869d0d2f61b1db96e140a44202fe3cbcb62ff0bf08c,C10:K:2666,knowledge,nearest_ancestor,"{""x"":128.31,""y"":66.7135,""width"":242.62,""height"":127.927}"
C10:IMG:2682,C10,计算机网络,2682,rId182,media/image182.png,media/C10/2682_image182.png,16772,4636eafe379054eddcd60737adcd27f48783a83d43900f2d8d78d2cf9962f8f6,C10:K:2680,knowledge,nearest_ancestor,"{""x"":60.5,""y"":58.25,""width"":107.0,""height"":111.0}"
C10:IMG:3742,C10,计算机网络,3742,rId185,media/image185.png,media/C10/3742_image185.png,149271,0a7caa90f44d1187640561404d146b09791551b041cd0c12867ca282bb23a3c4,C10:K:3743,knowledge,nearest_ancestor,"{""x"":198.605,""y"":95.5485,""width"":383.21,""height"":185.597}"
C10:IMG:3770,C10,计算机网络,3770,rId186,media/image186.png,media/C10/3770_image186.png,28616,d95b38e243e6a0263e8d759007449b911b472cce179b17ae42ef18951945383a,C10:K:3773,knowledge,nearest_ancestor,"{""x"":151.877,""y"":26.7711,""width"":289.755,""height"":48.0423}"
C10:IMG:3772,C10,计算机网络,3772,rId187,media/image187.png,media/C10/3772_image187.png,58402,cb0ac8e84b325d60c8f00ee3cbe7ed0a4afd21ff2d32b4c9fd4edc0699187980,C10:K:3773,knowledge,nearest_ancestor,"{""x"":153.054,""y"":97.1865,""width"":292.108,""height"":188.873}"
C10:IMG:3776,C10,计算机网络,3776,rId188,media/image188.png,media/C10/3776_image188.png,28789,8318c9aeb4e77d2d77b8779b5e3d46ba00d022dcddc2cd73d94b358f2e0e8ca2,C10:K:3778,knowledge,nearest_ancestor,"{""x"":154.486,""y"":34.6989,""width"":294.971,""height"":63.8979}"
C10:IMG:3781,C10,计算机网络,3781,rId189,media/image189.png,media/C10/3781_image189.png,17116,483ae39316d21801f5a0a2a9a00612a2399069bda7a7c6dc586879f9d1ffe365,C10:K:3783,knowledge,nearest_ancestor,"{""x"":94.58,""y"":104.532,""width"":175.16,""height"":203.564}"
C10:IMG:3793,C10,计算机网络,3793,rId190,media/image190.png,media/C10/3793_image190.png,112228,c9b734062dff02854f3f4e52263d50fc23f9561b3a25ce06acd61400bc5869e5,C10:K:3795,knowledge,nearest_ancestor,"{""x"":220.623,""y"":124.475,""width"":427.245,""height"":243.449}"
C10:IMG:3797,C10,计算机网络,3797,rId191,media/image191.png,media/C10/3797_image191.png,47400,b25096c532174a648878a7bf5be1b64d645213d0250cfb7de32f3354423642cb,C10:K:3799,knowledge,nearest_ancestor,"{""x"":188.0,""y"":57.75,""width"":362.0,""height"":110.0}"
C10:IMG:4064,C10,计算机网络,4064,rId192,media/image192.png,media/C10/4064_image192.png,89699,6a4c14c07ebaddccae36c9815802603f7fbb9f567adccc452907914e4673dd7d,C10:K:4061,knowledge,nearest_ancestor,"{""x"":131.637,""y"":42.6482,""width"":249.275,""height"":79.7964}"
C10:IMG:4082,C10,计算机网络,4082,rId193,media/image193.png,media/C10/4082_image193.png,33337,f6f0ea4977df578c96c01ff085321f0101fcf4e3d3d06451aa7a02c6ecca3d12,C10:K:4076,knowledge,nearest_ancestor,"{""x"":43.5616,""y"":39.6985,""width"":73.1232,""height"":73.897}"
C10:IMG:4084,C10,计算机网络,4084,rId194,media/image194.png,media/C10/4084_image194.png,41546,e298aa004ace7dd4038a18762d3069b204c264efcc1cc713be230f6cf3a69bfe,C10:K:4077,knowledge,nearest_ancestor,"{""x"":56.3561,""y"":38.9727,""width"":98.7122,""height"":72.4454}"
C10:IMG:4097,C10,计算机网络,4097,rId195,media/image195.png,media/C10/4097_image195.png,59294,f804e2d38a686c7766f7eec76d022e1366203b2e01f80be2bdfdcdf8e22ea2ec,C10:K:4095,knowledge,nearest_ancestor,"{""x"":64.3045,""y"":45.6664,""width"":114.609,""height"":85.8329}"
C10:IMG:4099,C10,计算机网络,4099,rId196,media/image196.png,media/C10/4099_image196.png,20069,ef74c3f138131cd7c96fe09d9f8a07baa747295f999ad74656771cc6d08c9ac2,C10:K:3725,knowledge,nearest_ancestor,"{""x"":132.308,""y"":24.2832,""width"":250.616,""height"":43.0665}"
C10:IMG:4155,C10,计算机网络,4155,rId197,media/image197.png,media/C10/4155_image197.png,119906,31112f9b3e2274723509f4d1944d8540b1c35e0f89dfe24f2f8d63b3b9bf2de8,C10:K:4153,knowledge,nearest_ancestor,"{""x"":108.916,""y"":64.4575,""width"":203.833,""height"":123.415}"
C10:IMG:4163,C10,计算机网络,4163,rId198,media/image198.png,media/C10/4163_image198.png,33397,b94492a6f122e25cdd85f880b629403b0540855126a20eb136eb5296d724a598,C10:K:3738,knowledge,nearest_ancestor,"{""x"":149.25,""y"":34.6974,""width"":284.5,""height"":63.8948}"
C10:IMG:4189,C10,计算机网络,4189,rId199,media/image199.png,media/C10/4189_image199.png,62740,b9a679ffb9393d375cee27e0db97eabb3051fbdf63b7563f487de2955a465791,C10:K:4187,knowledge,nearest_ancestor,"{""x"":73.317,""y"":54.6885,""width"":132.634,""height"":103.877}"
C10:IMG:4193,C10,计算机网络,4193,rId200,media/image200.png,media/C10/4193_image200.png,27062,9c2ac9ad952456537a256933f99e4c41ce34c4ce9d28caefccba988ff3ac2897,C10:K:4197,knowledge,nearest_ancestor,"{""x"":219.5,""y"":49.75,""width"":425.0,""height"":94.0}"
C10:IMG:4481,C10,计算机网络,4481,rId201,media/image201.png,media/C10/4481_image201.png,11490,79daee515d59d10b37ebc2bcbe6dbd5e6320561fc860e8abb8a6059bf56611ae,C10:K:4479,knowledge,nearest_ancestor,"{""x"":59.5905,""y"":13.2235,""width"":105.181,""height"":20.9471}"
C10:IMG:4538,C10,计算机网络,4538,rId202,media/image202.png,media/C10/4538_image202.png,309047,9084240eb150642e3ef9496816757b8ae2b7bcc9803fe6c30954d702e45df2d3,C10:K:4536,knowledge,nearest_ancestor,"{""x"":260.953,""y"":102.261,""width"":507.906,""height"":199.023}"
C10:IMG:4560,C10,计算机网络,4560,rId203,media/image203.png,media/C10/4560_image203.png,93108,068aec6958d38044641fe555b6cb335fa719b2b7412fb6fc2ee9bfbc5d417a28,C10:K:4558,knowledge,nearest_ancestor,"{""x"":323.091,""y"":128.388,""width"":632.181,""height"":251.277}"
C10:IMG:4574,C10,计算机网络,4574,rId204,media/image204.png,media/C10/4574_image204.png,7634,a414fdce3b762b775a6bf366cd2443b9e7ca0bfc269285e40851ca01b3df7f6a,C10:K:4572,knowledge,nearest_ancestor,"{""x"":49.184,""y"":14.3659,""width"":84.368,""height"":23.2318}"
