id,course_id,course_name,source_id,label,entity_type,parent_id,depth,path,layout,image_ids
C18:F:2236,C18,物联网技术,2236,计算机组成原理,floating_root,,0,计算机组成原理,"{""x"":3679.76,""y"":2932.94,""width"":151.0,""height"":37.6667}",[]
C18:F:2238,C18,物联网技术,2238,大学物理,floating_root,,0,大学物理,"{""x"":3643.76,""y"":6464.85,""width"":103.0,""height"":37.6667}",[]
C18:F:2247,C18,物联网技术,2247,计算机网络,floating_root,,0,计算机网络,"{""x"":3629.21,""y"":7910.91,""width"":119.0,""height"":37.6667}",[]
C18:F:2255,C18,物联网技术,2255,计算机网络,floating_root,,0,计算机网络,"{""x"":3580.73,""y"":8281.82,""width"":119.0,""height"":37.6667}",[]
C18:FI:2201,C18,物联网技术,2201,变化的电磁场,floating_item,C18:F:2200,1,大学物理 > 变化的电磁场,"{""x"":3512.09,""y"":1541.58,""width"":98.0,""height"":23.5}",[]
C18:FI:2210,C18,物联网技术,2210,物理层,floating_item,C18:F:2209,1,计算机网络 > 物理层,"{""x"":3763.62,""y"":1822.37,""width"":58.0,""height"":23.5}",[]
C18:FI:2212,C18,物联网技术,2212,编码与调制,floating_item,C18:FI:2210,2,计算机网络 > 物理层 > 编码与调制,"{""x"":3878.15,""y"":1822.37,""width"":84.6667,""height"":23.5}",[]
C18:FI:2228,C18,物联网技术,2228,数据链路层,floating_item,C18:F:2226,1,计算机网络 > 数据链路层,"{""x"":3591.07,""y"":2212.17,""width"":84.6667,""height"":23.5}",[]
C18:FI:2233,C18,物联网技术,2233,多路访问控制（MAC）协议,floating_item,C18:FI:2228,2,计算机网络 > 数据链路层 > 多路访问控制（MAC）协议,"{""x"":3767.94,""y"":2212.17,""width"":182.667,""height"":23.5}",[]
C18:FI:2239,C18,物联网技术,2239,机械振动,floating_item,C18:F:2238,1,大学物理 > 机械振动,"{""x"":3774.13,""y"":6438.1,""width"":71.3333,""height"":23.5}",[]
C18:FI:2242,C18,物联网技术,2242,变化的电磁场,floating_item,C18:F:2238,1,大学物理 > 变化的电磁场,"{""x"":3787.46,""y"":6468.1,""width"":98.0,""height"":23.5}",[]
C18:FI:2244,C18,物联网技术,2244,电磁波,floating_item,C18:FI:2242,2,大学物理 > 变化的电磁场 > 电磁波,"{""x"":3908.66,""y"":6468.1,""width"":58.0,""height"":23.5}",[]
C18:FI:2248,C18,物联网技术,2248,物理层,floating_item,C18:F:2247,1,计算机网络 > 物理层,"{""x"":3760.91,""y"":7899.16,""width"":58.0,""height"":23.5}",[]
C18:FI:2250,C18,物联网技术,2250,编码与调制,floating_item,C18:FI:2248,2,计算机网络 > 物理层 > 编码与调制,"{""x"":3875.44,""y"":7899.16,""width"":84.6667,""height"":23.5}",[]
C18:FI:2256,C18,物联网技术,2256,数据链路层,floating_item,C18:F:2255,1,计算机网络 > 数据链路层,"{""x"":3725.76,""y"":8270.07,""width"":84.6667,""height"":23.5}",[]
C18:FI:2258,C18,物联网技术,2258,多路访问控制(MAC)协议,floating_item,C18:FI:2256,2,计算机网络 > 数据链路层 > 多路访问控制(MAC)协议,"{""x"":3893.96,""y"":8270.07,""width"":165.333,""height"":23.5}",[]
C19:F:1848,C19,嵌入式系统,1848,目标（嵌入式系统）,floating_root,,0,目标（嵌入式系统）,"{""x"":1377.88,""y"":960.368,""width"":189.0,""height"":37.5}",[]
C19:F:2618,C19,嵌入式系统,2618,计算机组成原理,floating_root,,0,计算机组成原理,"{""x"":938.429,""y"":1180.36,""width"":158.0,""height"":39.0}",[]
C19:F:2620,C19,嵌入式系统,2620,模电,floating_root,,0,模电,"{""x"":938.429,""y"":1539.89,""width"":73.0,""height"":39.0}",[]
C19:F:2624,C19,嵌入式系统,2624,数电,floating_root,,0,数电,"{""x"":994.679,""y"":1829.06,""width"":73.0,""height"":39.0}",[]
C19:F:2626,C19,嵌入式系统,2626,计算机组成原理：指令系统,floating_root,,0,计算机组成原理：指令系统,"{""x"":964.929,""y"":2450.66,""width"":243.0,""height"":39.0}",[]
C19:F:2628,C19,嵌入式系统,2628,计算机组成原理：CPU的特性结构和功能,floating_root,,0,计算机组成原理：CPU的特性结构和功能,"{""x"":1056.56,""y"":2941.49,""width"":346.047,""height"":39.0}",[]
C19:F:2632,C19,嵌入式系统,2632,计算机组成原理：存储器,floating_root,,0,计算机组成原理：存储器,"{""x"":973.429,""y"":3478.5,""width"":226.0,""height"":39.0}",[]
C19:F:2634,C19,嵌入式系统,2634,计算机组成原理：输入输出系统,floating_root,,0,计算机组成原理：输入输出系统,"{""x"":999.679,""y"":4116.21,""width"":277.0,""height"":39.0}",[]
C19:F:2636,C19,嵌入式系统,2636,计算机组成原理：系统总线,floating_root,,0,计算机组成原理：系统总线,"{""x"":973.429,""y"":4806.36,""width"":243.0,""height"":39.0}",[]
C19:F:2640,C19,嵌入式系统,2640,操作系统：输入输出系统-设备驱动程序,floating_root,,0,操作系统：输入输出系统-设备驱动程序,"{""x"":4758.64,""y"":1789.07,""width"":338.844,""height"":39.0}",[]
C19:F:2642,C19,嵌入式系统,2642,操作系统：中断机构和中断处理程序,floating_root,,0,操作系统：中断机构和中断处理程序,"{""x"":4720.43,""y"":875.786,""width"":311.0,""height"":39.0}",[]
C19:F:2644,C19,嵌入式系统,2644,操作系统,floating_root,,0,操作系统,"{""x"":4641.14,""y"":2400.07,""width"":107.0,""height"":39.0}",[]
C19:F:2646,C19,嵌入式系统,2646,C语言,floating_root,,0,C语言,"{""x"":4629.64,""y"":3935.03,""width"":85.1094,""height"":39.0}",[]
C19:F:2648,C19,嵌入式系统,2648,软件工程导论,floating_root,,0,软件工程导论,"{""x"":4658.64,""y"":4236.56,""width"":141.0,""height"":39.0}",[]
C19:F:2650,C19,嵌入式系统,2650,计算机网络,floating_root,,0,计算机网络,"{""x"":920.929,""y"":994.912,""width"":124.0,""height"":39.0}",[]
C19:F:2652,C19,嵌入式系统,2652,计算机网络,floating_root,,0,计算机网络,"{""x"":4649.89,""y"":3138.16,""width"":124.0,""height"":39.0}",[]
C20:F:1571,C20,网络与信息安全,1571,计算机网络七层模型,floating_root,,0,计算机网络七层模型,"{""x"":945.6,""y"":563.385,""width"":138.0,""height"":31.0}",[]
C20:F:1573,C20,网络与信息安全,1573,线性代数：矩阵线性变换,floating_root,,0,线性代数：矩阵线性变换,"{""x"":1147.96,""y"":4041.82,""width"":171.0,""height"":32.0}",[]
C20:F:1580,C20,网络与信息安全,1580,计算机网络,floating_root,,0,计算机网络,"{""x"":3683.0,""y"":2402.14,""width"":124.0,""height"":39.0}",[]
C20:F:1586,C20,网络与信息安全,1586,网络编程技术：socket,floating_root,,0,网络编程技术：socket,"{""x"":3772.12,""y"":2626.32,""width"":215.078,""height"":39.0}",[]
C20:F:1593,C20,网络与信息安全,1593,C语言：没有对数组引用进行边界检查,floating_root,,0,C语言：没有对数组引用进行边界检查,"{""x"":3683.0,""y"":2814.85,""width"":306.391,""height"":38.0}",[]
C20:F:1595,C20,网络与信息安全,1595,数据库：SQL注入,floating_root,,0,数据库：SQL注入,"{""x"":3887.85,""y"":2933.38,""width"":174.578,""height"":39.0}",[]
C20:F:1598,C20,网络与信息安全,1598,计算机网络,floating_root,,0,计算机网络,"{""x"":3628.71,""y"":5377.5,""width"":124.0,""height"":39.0}",[]
C20:F:1600,C20,网络与信息安全,1600,课程目的：使学生了解网络与信息安全的重要性，了解网络与信息系统所面临的安全威胁，提高安全意识，掌握网络安全的基本概念、原理和知识。了解网络的攻防技巧与技术原理，学会使用常用的攻防工具,floating_root,,0,课程目的：使学生了解网络与信息安全的重要性，了解网络与信息系统所面临的安全威胁，提高安全意识，掌握网络安全的基本概念、原理和知识。了解网络的攻防技巧与技术原理，学会使用常用的攻防工具,"{""x"":2445.5,""y"":522.5,""width"":535.0,""height"":135.0}",[]
C21:F:1801,C21,微机原理,1801,用处,floating_root,,0,用处,"{""x"":4196.07,""y"":7916.13,""width"":73.6,""height"":35.4}",[]
C21:F:2394,C21,微机原理,2394,8088寄存器,floating_root,,0,8088寄存器,"{""x"":2751.53,""y"":14216.0,""width"":125.6,""height"":35.4}",[]
C21:F:2752,C21,微机原理,2752,C语言,floating_root,,0,C语言,"{""x"":2530.81,""y"":1357.46,""width"":82.4,""height"":35.4}",[]
C21:F:3030,C21,微机原理,3030,aa99cd26747211e6768c2c536cb7821c9ab33a71.png@942w_417h_progressive,floating_root,,0,aa99cd26747211e6768c2c536cb7821c9ab33a71.png@942w_417h_progressive,"{""x"":1300.0,""y"":2070.87,""width"":536.0,""height"":53.8}",[]
C21:F:3053,C21,微机原理,3053,计算机组成原理,floating_root,,0,计算机组成原理,"{""x"":2911.79,""y"":3516.0,""width"":157.6,""height"":35.4}",[]
C21:F:3062,C21,微机原理,3062,逻辑门,floating_root,,0,逻辑门,"{""x"":800.639,""y"":3985.27,""width"":90.4,""height"":35.4}",[]
C21:F:3076,C21,微机原理,3076,数字电路,floating_root,,0,数字电路,"{""x"":3202.07,""y"":4817.71,""width"":107.2,""height"":35.4}",[]
C21:F:3369,C21,微机原理,3369,p,floating_root,,0,p,"{""x"":1255.84,""y"":7241.94,""width"":225.6,""height"":143.4}",[]
C21:F:3371,C21,微机原理,3371,数字电路,floating_root,,0,数字电路,"{""x"":949.781,""y"":7241.94,""width"":107.2,""height"":35.4}",[]
C21:F:3986,C21,微机原理,3986,数字电路,floating_root,,0,数字电路,"{""x"":2735.5,""y"":12914.0,""width"":107.2,""height"":35.4}",[]
C21:F:3991,C21,微机原理,3991,计算机组成原理,floating_root,,0,计算机组成原理,"{""x"":2460.93,""y"":3933.71,""width"":157.6,""height"":35.4}",[]
C21:F:3998,C21,微机原理,3998,微机原理,floating_root,,0,微机原理,"{""x"":2849.5,""y"":2216.0,""width"":107.2,""height"":35.4}",[]
C21:F:3999,C21,微机原理,3999,计算机组成原理,floating_root,,0,计算机组成原理,"{""x"":3306.64,""y"":2216.0,""width"":157.6,""height"":35.4}",[]
C21:F:4000,C21,微机原理,4000,汇编语言,floating_root,,0,汇编语言,"{""x"":3048.36,""y"":2060.57,""width"":107.2,""height"":35.4}",[]
C21:F:4127,C21,微机原理,4127,汇编语言,floating_root,,0,汇编语言,"{""x"":2960.36,""y"":10906.3,""width"":107.2,""height"":35.4}",[]
C21:F:4129,C21,微机原理,4129,计算机组成原理,floating_root,,0,计算机组成原理,"{""x"":2960.36,""y"":6976.0,""width"":157.6,""height"":35.4}",[]
C21:F:4136,C21,微机原理,4136,数电,floating_root,,0,数电,"{""x"":2584.09,""y"":4031.53,""width"":73.6,""height"":35.4}",[]
C21:F:4073,C21,微机原理,4073,汇编语言,floating_root,,0,汇编语言,"{""x"":2528.36,""y"":1488.0,""width"":107.2,""height"":35.4}",[]
C21:FI:1802,C21,微机原理,1802,响应中断,floating_item,C21:F:1801,1,用处 > 响应中断,"{""x"":4313.87,""y"":7892.18,""width"":75.6,""height"":20.7}",[]
C21:FI:1804,C21,微机原理,1804,子程序调用,floating_item,C21:F:1801,1,用处 > 子程序调用,"{""x"":4321.07,""y"":7919.38,""width"":90.0,""height"":20.7}",[]
C21:FI:2395,C21,微机原理,2395,CS：代码段寄存器,floating_item,C21:F:2394,1,8088寄存器 > CS：代码段寄存器,"{""x"":2924.13,""y"":14192.0,""width"":133.2,""height"":20.7}",[]
C21:FI:2397,C21,微机原理,2397,IP：指令指针寄存器,floating_item,C21:F:2394,1,8088寄存器 > IP：指令指针寄存器,"{""x"":2931.33,""y"":14219.3,""width"":147.6,""height"":20.7}",[]
C21:FI:2756,C21,微机原理,2756,#DEFINE,floating_item,C21:F:2752,1,C语言 > #DEFINE,"{""x"":2412.21,""y"":1347.11,""width"":68.4,""height"":20.7}",[]
C21:FI:4012,C21,微机原理,4012,计算机组成,floating_item,C21:F:3999,1,计算机组成原理 > 计算机组成,"{""x"":3473.64,""y"":2178.45,""width"":90.0,""height"":20.7}",[]
C21:FI:4014,C21,微机原理,4014,存储体系,floating_item,C21:F:3999,1,计算机组成原理 > 存储体系,"{""x"":3466.44,""y"":2205.65,""width"":75.6,""height"":20.7}",[]
C21:FI:4016,C21,微机原理,4016,I/O接口,floating_item,C21:F:3999,1,计算机组成原理 > I/O接口,"{""x"":3462.84,""y"":2232.85,""width"":68.4,""height"":20.7}",[]
C21:FI:4020,C21,微机原理,4020,CPU具体结构,floating_item,C21:F:3998,1,微机原理 > CPU具体结构,"{""x"":2994.9,""y"":2192.05,""width"":97.2,""height"":20.7}",[]
C21:FI:4022,C21,微机原理,4022,具体芯片,floating_item,C21:F:3998,1,微机原理 > 具体芯片,"{""x"":2984.1,""y"":2219.25,""width"":75.6,""height"":20.7}",[]
C21:FI:4089,C21,微机原理,4089,数模转换和模数转换,floating_item,C21:F:3986,1,数字电路 > 数模转换和模数转换,"{""x"":2906.1,""y"":12903.6,""width"":147.6,""height"":20.7}",[]
C22:F:1295,C22,汇编语言,1295,操作系统,floating_root,,0,操作系统,"{""x"":2673.62,""y"":4239.25,""width"":103.0,""height"":37.6667}",[]
C22:F:1307,C22,汇编语言,1307,数据结构主要介绍了栈的数据结构以及操作,floating_root,,0,数据结构主要介绍了栈的数据结构以及操作,"{""x"":792.876,""y"":2147.06,""width"":124.0,""height"":37.6667}",[]
C22:F:1310,C22,汇编语言,1310,计算机组成原理主要从逻辑层面介绍了中断处理的实现方法,floating_root,,0,计算机组成原理主要从逻辑层面介绍了中断处理的实现方法,"{""x"":2520.23,""y"":6945.55,""width"":172.0,""height"":37.6667}",[]
C22:F:1328,C22,汇编语言,1328,计算机组成原理,floating_root,,0,计算机组成原理,"{""x"":723.7,""y"":896.054,""width"":151.0,""height"":37.6667}",[]
C22:F:1330,C22,汇编语言,1330,C语言,floating_root,,0,C语言,"{""x"":677.414,""y"":3717.48,""width"":81.6667,""height"":37.6667}",[]
C22:F:1332,C22,汇编语言,1332,微机原理,floating_root,,0,微机原理,"{""x"":705.557,""y"":4436.05,""width"":103.0,""height"":37.6667}",[]
C22:FI:1297,C22,汇编语言,1297,在cpu中设置上下限寄存器，存放用户作业在主存中的下限和上限地址,floating_item,C22:F:1295,1,操作系统 > 在cpu中设置上下限寄存器，存放用户作业在主存中的下限和上限地址,"{""x"":2982.32,""y"":4212.5,""width"":428.0,""height"":23.5}",[]
C22:FI:1299,C22,汇编语言,1299,采用重定位寄存器（最小物理地址）和界地址寄存器（最大逻辑地址）实现内存保护,floating_item,C22:F:1295,1,操作系统 > 采用重定位寄存器（最小物理地址）和界地址寄存器（最大逻辑地址）实现内存保护,"{""x"":3023.99,""y"":4242.5,""width"":511.333,""height"":23.5}",[]
C23:F:1250,C23,数字电子技术,1250,模拟电子技术,floating_root,,0,模拟电子技术,"{""x"":1430.49,""y"":2501.27,""width"":135.0,""height"":37.6667}",[]
C23:F:1261,C23,数字电子技术,1261,离散数学,floating_root,,0,离散数学,"{""x"":1452.85,""y"":1513.92,""width"":103.0,""height"":37.6667}",[]
C23:F:1309,C23,数字电子技术,1309,计算机组成原理,floating_root,,0,计算机组成原理,"{""x"":1425.76,""y"":5365.21,""width"":151.0,""height"":37.6667}",[]
C23:F:1313,C23,数字电子技术,1313,软件工程,floating_root,,0,软件工程,"{""x"":1354.46,""y"":5138.15,""width"":103.0,""height"":37.6667}",[]
C23:F:1325,C23,数字电子技术,1325,计算机组成原理,floating_root,,0,计算机组成原理,"{""x"":1388.11,""y"":6529.04,""width"":151.0,""height"":37.6667}",[]
C23:F:1331,C23,数字电子技术,1331,数据库,floating_root,,0,数据库,"{""x"":1424.82,""y"":6729.04,""width"":87.0,""height"":37.6667}",[]
C23:F:1355,C23,数字电子技术,1355,汇编语言,floating_root,,0,汇编语言,"{""x"":1417.7,""y"":6911.8,""width"":103.0,""height"":37.6667}",[]
C23:F:1378,C23,数字电子技术,1378,计算机组成原理,floating_root,,0,计算机组成原理,"{""x"":1419.82,""y"":8100.04,""width"":151.0,""height"":37.6667}",[]
C23:F:1392,C23,数字电子技术,1392,模拟电子技术,floating_root,,0,模拟电子技术,"{""x"":1396.76,""y"":8901.99,""width"":135.0,""height"":37.6667}",[]
C23:F:1428,C23,数字电子技术,1428,计算机网络,floating_root,,0,计算机网络,"{""x"":1624.46,""y"":10325.9,""width"":119.0,""height"":37.6667}",[]
C23:F:1434,C23,数字电子技术,1434,微机原理,floating_root,,0,微机原理,"{""x"":1475.05,""y"":10062.4,""width"":103.0,""height"":37.6667}",[]
C23:F:1442,C23,数字电子技术,1442,嵌入式,floating_root,,0,嵌入式,"{""x"":1474.29,""y"":7647.1,""width"":87.0,""height"":37.6667}",[]
C23:F:1444,C23,数字电子技术,1444,嵌入式,floating_root,,0,嵌入式,"{""x"":1507.23,""y"":3267.1,""width"":87.0,""height"":37.6667}",[]
C23:F:1446,C23,数字电子技术,1446,计算机组成原理,floating_root,,0,计算机组成原理,"{""x"":1416.11,""y"":941.213,""width"":151.0,""height"":37.6667}",[]
C23:F:1448,C23,数字电子技术,1448,微机原理,floating_root,,0,微机原理,"{""x"":1469.76,""y"":1092.98,""width"":103.0,""height"":37.6667}",[]
C23:F:1450,C23,数字电子技术,1450,计算机组成原理,floating_root,,0,计算机组成原理,"{""x"":1390.23,""y"":4847.1,""width"":151.0,""height"":37.6667}",[]
C23:F:1454,C23,数字电子技术,1454,微机原理,floating_root,,0,微机原理,"{""x"":1331.82,""y"":6332.28,""width"":103.0,""height"":37.6667}",[]
C23:F:1456,C23,数字电子技术,1456,嵌入式,floating_root,,0,嵌入式,"{""x"":1442.94,""y"":6169.45,""width"":87.0,""height"":37.6667}",[]
C23:F:1458,C23,数字电子技术,1458,计算机组成原理,floating_root,,0,计算机组成原理,"{""x"":1366.7,""y"":7792.98,""width"":151.0,""height"":37.6667}",[]
C23:F:1462,C23,数字电子技术,1462,计算机组成原理,floating_root,,0,计算机组成原理,"{""x"":1401.99,""y"":8275.33,""width"":151.0,""height"":37.6667}",[]
C23:FI:1252,C23,数字电子技术,1252,场效应管,floating_item,C23:F:1250,1,模拟电子技术 > 场效应管,"{""x"":1284.13,""y"":2489.52,""width"":71.3333,""height"":23.5}",[]
C23:FI:1254,C23,数字电子技术,1254,结型场效应管,floating_item,C23:FI:1252,2,模拟电子技术 > 场效应管 > 结型场效应管,"{""x"":1156.26,""y"":2474.52,""width"":98.0,""height"":23.5}",[]
C23:FI:1256,C23,数字电子技术,1256,绝缘栅型场效应管（MOS管）,floating_item,C23:FI:1252,2,模拟电子技术 > 场效应管 > 绝缘栅型场效应管（MOS管）,"{""x"":1106.93,""y"":2504.52,""width"":196.667,""height"":23.5}",[]
C23:FI:1263,C23,数字电子技术,1263,命题逻辑,floating_item,C23:F:1261,1,离散数学 > 命题逻辑,"{""x"":1322.48,""y"":1479.67,""width"":71.3333,""height"":23.5}",[]
C23:FI:1265,C23,数字电子技术,1265,一阶逻辑,floating_item,C23:F:1261,1,离散数学 > 一阶逻辑,"{""x"":1322.48,""y"":1524.67,""width"":71.3333,""height"":23.5}",[]
C23:FI:1267,C23,数字电子技术,1267,组合电路,floating_item,C23:FI:1263,2,离散数学 > 命题逻辑 > 组合电路,"{""x"":1207.95,""y"":1479.67,""width"":71.3333,""height"":23.5}",[]
C23:FI:1269,C23,数字电子技术,1269,一阶逻辑符号化,floating_item,C23:FI:1265,2,离散数学 > 一阶逻辑 > 一阶逻辑符号化,"{""x"":1187.95,""y"":1509.67,""width"":111.333,""height"":23.5}",[]
C23:FI:1271,C23,数字电子技术,1271,一阶逻辑公式,floating_item,C23:FI:1265,2,离散数学 > 一阶逻辑 > 一阶逻辑公式,"{""x"":1194.61,""y"":1539.67,""width"":98.0,""height"":23.5}",[]
C23:FI:1311,C23,数字电子技术,1311,数据的运算,floating_item,C23:F:1309,1,计算机组成原理 > 数据的运算,"{""x"":1264.73,""y"":5353.46,""width"":84.6667,""height"":23.5}",[]
C23:FI:1315,C23,数字电子技术,1315,软件设计的方法,floating_item,C23:F:1313,1,软件工程 > 软件设计的方法,"{""x"":1204.1,""y"":5126.4,""width"":111.333,""height"":23.5}",[]
C23:FI:1327,C23,数字电子技术,1327,存储器,floating_item,C23:F:1325,1,计算机组成原理 > 存储器,"{""x"":1240.41,""y"":6517.29,""width"":58.0,""height"":23.5}",[]
C23:FI:1333,C23,数字电子技术,1333,触发器,floating_item,C23:F:1331,1,数据库 > 触发器,"{""x"":1309.12,""y"":6717.29,""width"":58.0,""height"":23.5}",[]
C23:FI:1357,C23,数字电子技术,1357,寄存器,floating_item,C23:F:1355,1,汇编语言 > 寄存器,"{""x"":1294.0,""y"":6900.05,""width"":58.0,""height"":23.5}",[]
C23:FI:1380,C23,数字电子技术,1380,数据的运算,floating_item,C23:F:1378,1,计算机组成原理 > 数据的运算,"{""x"":1258.78,""y"":8088.29,""width"":84.6667,""height"":23.5}",[]
C23:FI:1382,C23,数字电子技术,1382,移位运算,floating_item,C23:FI:1380,2,计算机组成原理 > 数据的运算 > 移位运算,"{""x"":1137.58,""y"":8088.29,""width"":71.3333,""height"":23.5}",[]
C23:FI:1394,C23,数字电子技术,1394,波形的产生与信号的转换,floating_item,C23:F:1392,1,模拟电子技术 > 波形的产生与信号的转换,"{""x"":1203.73,""y"":8890.24,""width"":164.667,""height"":23.5}",[]
C23:FI:1405,C23,数字电子技术,1405,电压比较器,floating_item,C23:FI:1394,2,模拟电子技术 > 波形的产生与信号的转换 > 电压比较器,"{""x"":1035.86,""y"":8882.74,""width"":84.6667,""height"":23.5}",[]
C23:FI:1407,C23,数字电子技术,1407,基本运算电路,floating_item,C23:FI:1394,2,模拟电子技术 > 波形的产生与信号的转换 > 基本运算电路,"{""x"":1029.19,""y"":8927.74,""width"":98.0,""height"":23.5}",[]
C23:FI:1410,C23,数字电子技术,1410,积分运算电路,floating_item,C23:FI:1407,3,模拟电子技术 > 波形的产生与信号的转换 > 基本运算电路 > 积分运算电路,"{""x"":887.992,""y"":8912.74,""width"":98.0,""height"":23.5}",[]
C23:FI:1412,C23,数字电子技术,1412,微分运算电路,floating_item,C23:FI:1407,3,模拟电子技术 > 波形的产生与信号的转换 > 基本运算电路 > 微分运算电路,"{""x"":887.992,""y"":8942.74,""width"":98.0,""height"":23.5}",[]
C23:FI:1415,C23,数字电子技术,1415,正弦波振荡电路,floating_item,C23:FI:1394,2,模拟电子技术 > 波形的产生与信号的转换 > 正弦波振荡电路,"{""x"":1022.53,""y"":8852.74,""width"":111.333,""height"":23.5}",[]
C23:FI:1430,C23,数字电子技术,1430,物理层,floating_item,C23:F:1428,1,计算机网络 > 物理层,"{""x"":1492.76,""y"":10314.2,""width"":58.0,""height"":23.5}",[]
C23:FI:1452,C23,数字电子技术,1452,硬布线控制器,floating_item,C23:F:1450,1,计算机组成原理 > 硬布线控制器,"{""x"":1222.53,""y"":4835.35,""width"":98.0,""height"":23.5}",[]
C23:FI:1460,C23,数字电子技术,1460,微操作控制器,floating_item,C23:F:1458,1,计算机组成原理 > 微操作控制器,"{""x"":1199.0,""y"":7781.23,""width"":98.0,""height"":23.5}",[]
C23:FI:1464,C23,数字电子技术,1464,程序计数器,floating_item,C23:F:1462,1,计算机组成原理 > 程序计数器,"{""x"":1240.96,""y"":8263.58,""width"":84.6667,""height"":23.5}",[]
C24:F:1624,C24,模拟电子技术,1624,数字图像处理,floating_root,,0,数字图像处理,"{""x"":1427.35,""y"":8406.53,""width"":137.0,""height"":37.0}",[]
C24:F:1626,C24,模拟电子技术,1626,浮动主题,floating_root,,0,浮动主题,"{""x"":3275.65,""y"":3530.29,""width"":105.0,""height"":37.0}",[]
C24:F:1630,C24,模拟电子技术,1630,嵌入式,floating_root,,0,嵌入式,"{""x"":1326.0,""y"":2202.5,""width"":89.0,""height"":37.0}",[]
C24:F:1632,C24,模拟电子技术,1632,数字电子技术,floating_root,,0,数字电子技术,"{""x"":1240.5,""y"":2492.5,""width"":137.0,""height"":37.0}",[]
C24:F:1634,C24,模拟电子技术,1634,浮动主题,floating_root,,0,浮动主题,"{""x"":1364.56,""y"":7911.76,""width"":105.0,""height"":37.0}",[]
C24:FI:1628,C24,模拟电子技术,1628,频率域,floating_item,C24:F:1624,1,数字图像处理 > 频率域,"{""x"":1289.35,""y"":8395.78,""width"":59.0,""height"":21.5}",[]
C25:F:1889,C25,数字图像处理,1889,计算机图形学,floating_root,,0,计算机图形学,"{""x"":2835.19,""y"":5570.31,""width"":140.8,""height"":35.4}",[]
C25:F:1903,C25,数字图像处理,1903,RGB颜色模型,floating_root,,0,RGB颜色模型,"{""x"":2630.96,""y"":612.811,""width"":133.6,""height"":35.4}",[]
C25:F:1912,C25,数字图像处理,1912,高数,floating_root,,0,高数,"{""x"":1273.54,""y"":8635.6,""width"":73.6,""height"":35.4}",[]
C25:F:1915,C25,数字图像处理,1915,计算机图形学,floating_root,,0,计算机图形学,"{""x"":3847.07,""y"":5089.05,""width"":140.8,""height"":35.4}",[]
C25:F:1918,C25,数字图像处理,1918,数据结构,floating_root,,0,数据结构,"{""x"":1089.06,""y"":5410.87,""width"":107.2,""height"":35.4}",[]
C25:F:1921,C25,数字图像处理,1921,计算机图形学,floating_root,,0,计算机图形学,"{""x"":2840.92,""y"":2873.32,""width"":140.8,""height"":35.4}",[]
C25:F:1926,C25,数字图像处理,1926,高数,floating_root,,0,高数,"{""x"":2763.26,""y"":7363.32,""width"":73.6,""height"":35.4}",[]
C25:F:1949,C25,数字图像处理,1949,高数,floating_root,,0,高数,"{""x"":1405.73,""y"":3648.61,""width"":73.6,""height"":35.4}",[]
C25:F:1956,C25,数字图像处理,1956,集合论术语,floating_root,,0,集合论术语,"{""x"":1643.04,""y"":4992.37,""width"":124.0,""height"":35.4}",[]
C25:F:2902,C25,数字图像处理,2902,模拟电路,floating_root,,0,模拟电路,"{""x"":2823.21,""y"":9580.57,""width"":107.2,""height"":35.4}",[]
C25:F:2915,C25,数字图像处理,2915,高数,floating_root,,0,高数,"{""x"":1463.79,""y"":2123.43,""width"":73.6,""height"":35.4}",[]
C25:F:2924,C25,数字图像处理,2924,概率论,floating_root,,0,概率论,"{""x"":2290.07,""y"":2256.77,""width"":90.4,""height"":35.4}",[]
C25:F:2867,C25,数字图像处理,2867,计算机图形学,floating_root,,0,计算机图形学,"{""x"":4022.64,""y"":6049.71,""width"":140.8,""height"":35.4}",[]
C25:FI:1884,C25,数字图像处理,1884,公式,floating_item,C25:FI:2920,3,高数 > 重积分 > 惯量 > 公式,"{""x"":1165.99,""y"":2099.48,""width"":46.8,""height"":20.7}","[""C25:IMG:1888""]"
C25:FI:1913,C25,数字图像处理,1913,拉格朗日乘数法,floating_item,C25:F:1912,1,高数 > 拉格朗日乘数法,"{""x"":1134.14,""y"":8625.25,""width"":118.8,""height"":20.7}",[]
C25:FI:1916,C25,数字图像处理,1916,种子填充法,floating_item,C25:F:1915,1,计算机图形学 > 种子填充法,"{""x"":4005.67,""y"":5078.7,""width"":90.0,""height"":20.7}",[]
C25:FI:1919,C25,数字图像处理,1919,Huffman树,floating_item,C25:F:1918,1,数据结构 > Huffman树,"{""x"":950.86,""y"":5386.92,""width"":82.8,""height"":20.7}",[]
C25:FI:1922,C25,数字图像处理,1922,颜色模型,floating_item,C25:F:1921,1,计算机图形学 > 颜色模型,"{""x"":2992.32,""y"":2862.97,""width"":75.6,""height"":20.7}",[]
C25:FI:1950,C25,数字图像处理,1950,梯度,floating_item,C25:FI:2914,2,高数 > 多元函数微分法及其应用 > 梯度,"{""x"":1082.73,""y"":3611.06,""width"":46.8,""height"":20.7}",[]
C25:FI:1954,C25,数字图像处理,1954,方向角,floating_item,C25:FI:2929,2,高数 > 向量代数与空间解析几何 > 方向角,"{""x"":1075.53,""y"":3638.26,""width"":61.2,""height"":20.7}",[]
